Sentence	B	W	A	H	Abs
The Nets , meanwhile , closed out a disappointing season with their tenth loss in a row .	0	0	1	0	ADJ-ORDINAL PROPN-GPE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PUNCT-.
Evan Turner was a bit overshadowed by Zeller 's rare feat , but he put together his own 14 - point , 10 - rebound double - double that also included four assists and a trio of steals .	1	1	0	0	PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE NUM-CARDINAL NOUN-straight NUM-CARDINAL PUNCT-.
It was Howard 's seventh double - double of the season , and featured his second - best shooting night of the campaign ( 88 percent ) .	1	0	1	0	PROPN-GPE NUM-CARDINAL PUNCT-.
The team seems to be slowing down , however , as Friday 's loss marked their sixth straight .	0	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
The Clippers continue to battle for playoff positioning and easy wins like this are a great momentum booster .	0	1	1	0	PROPN-GPE X-CARDINAL_COMPARISON PROPN-ORG PROPN-NORP NUM-CARDINAL PUNCT-.
Johnson enjoyed the second - best outing of his rookie campaign with 15 points off the bench .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PUNCT-.
The Washington Wizards ( 34 - 26 ) snapped a six - game losing streak while extending the Detroit Pistons ’ ( 23 - 36 ) streak to three straight losses in their 99 - 95 victory .	1	1	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL ADJ-ORDINAL PROPN-DATE NUM-DATE PROPN-TIME NOUN-TIME DET-FAC PROPN-FAC X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
It was the second victory over Miami for the Bucks this season after emerging victorious in Miami 91 - 84 on Nov. 16 .	1	0	1	0	PROPN-PERSON PROPN-Noel ADJ-DATE ADP-DATE DET-DATE NOUN-DATE PROPN-PERSON PART-PERSON NUM-CARDINAL PUNCT-.
E'Twaun Moore , starting at shooting guard with Jimmy Butler out with a knee strain , poured in 20 points on 8 - 12 shooting , including 4 - 5 from three - point range .	1	1	0	0	PROPN-ORG PROPN-PERSON PUNCT-.
For the second straight game , Chandler Parsons did n't play due to illness .	0	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-PERSON X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON ADJ-ORDINAL PROPN-DATE X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PUNCT-.
Fortunately , they were back at full health Wednesday , with Kevin Love back after a one - game absence due to an illness .	0	1	1	0	PROPN-GPE X-CARDINAL_COMPARISON PROPN-PERSON PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PUNCT-.
They continue to succeed with Pau Gasol struggling , as he has played 21 minutes or less for the third - straight game .	0	1	1	0	DET-ORG PROPN-ORG DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
JaMychal Green scored just six points on 2 - of - 8 shooting , but snatched down a career - high 18 rebounds in the win .	1	1	1	0	PROPN-PERSON PROPN-ORG PROPN-PERSON PUNCT-.
The Grizzlies continued to show their dominance this season with the 16 - point victory over the Clippers .	0	1	1	0	PROPN-NORP ADJ-ORDINAL ADV-ORDINAL PROPN-NORP NUM-CARDINAL PUNCT-.
Marcin Gortat managed 12 points for the fourth straight contest , and added 10 rebounds , an assist , a block and a steal .	1	0	1	0	PROPN-PERSON NUM-TIME NOUN-TIME PROPN-PERSON PUNCT-.
Jared Dudley returned to the Milwaukee rotation after missing Monday 's contest against the Hawks , a 101 - 88 loss in Atlanta .	1	1	1	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON PUNCT-PERSON PROPN-PERSON NUM-CARDINAL PUNCT-.
Jordan Crawford came up big in his third game with the Pelicans , with 19 points on 7 - of - 12 shooting , including 5 - of - 7 from distance , in 27 minutes off the bench .	1	1	1	0	PROPN-PERSON NUM-CARDINAL ADJ-ORDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE PUNCT-.
Arron Afflalo continued his solid stretch of shooting with 18 points on an 8 - for - 16 effort from the field .	1	0	1	0	PROPN-ORG NUM-CARDINAL X-CARDINAL_COMPARISON PART-ORG PROPN-ORG PUNCT-.
LaMarcus Aldridge continued to show off his new three - point shot , coverting one 1 - of - 3 attempts from beyond the arc and finishing with 22 points in 38 minutes .	1	0	1	0	NUM-TIME NOUN-TIME PUNCT-.
Jason Thompson returned to Earth after recording his first 20 - 20 game in Cousin 's absence on Saturday , posting just four points and seven rebounds in 28 minutes .	1	1	1	0	PROPN-ORG PROPN-PERSON NUM-CARDINAL PUNCT-.
Jae Crowder got the start again at small forward , but managed just seven points and three rebounds in 22 minutes of action .	1	0	1	0	PROPN-DATE PROPN-GPE ADJ-ORDINAL NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Westbrook added 12 assists and 11 rebounds to notch his 19th triple - double of the season , which is a career - high for him .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADV-ORDINAL PUNCT-.
He recorded his second triple - double of the season with 25 points , 14 assists and 11 rebounds .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL DET-DATE NOUN-DATE PUNCT-.
Utah ( 15 - 10 ) continues to play shorthanded and they just keep adding wins to their tally .	1	0	1	0	PROPN-PERSON PROPN-ORG NUM-CARDINAL NUM-PRODUCT PROPN-PERSON PUNCT-.
The Knicks ( 21 - 29 ) checked in to Tuesday 's game without two of their most important pieces , as Derrick Rose ( ankle ) and Kristaps Porzingis ( illness ) were unable to take the court .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
In Butler 's absence , it was Dwyane Wade who paced the Bulls , tallying 22 points , three rebounds , three assists and two steals .	1	1	0	0	PROPN-PERSON PART-PERSON PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON PROPN-ORG PROPN-PERSON NOUN-TIME PUNCT-.
The Atlanta Hawks ( 21 - 13 ) prevailed over the Houston Rockets ( 17 - 16 ) in a wild back - and - forth affair , 121 - 115 on Tuesday .	1	1	0	0	DET-DATE NOUN-DATE ADJ-DATE NOUN-DATE PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
20 - year - old standout Kristaps Porzingis continued his memorable rookie campaign by leading the Knicks with 26 points , six rebounds , two assists and two steals despite amassing six personal fouls over nearly 27 minutes .	1	1	1	0	ADJ-ORDINAL PROPN-ORG ADJ-ORDINAL NUM-CARDINAL PROPN-GPE X-CARDINAL_COMPARISON PUNCT-.
His only blip on the box score came from a 1 - of - 7 shooting night from behind the arc , which is not expected for the rest of the season .	1	1	0	0	X-CARDINAL_COMPARISON DET-DATE ADJ-DATE NOUN-DATE X-CARDINAL_COMPARISON PUNCT-.
James Harden recorded his 16th triple - double of the season , as he collected 38 points , 10 rebounds and 11 assists .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-PERSON X-CARDINAL_COMPARISON PROPN-PERSON PUNCT-.
Green recorded a season - high 30 points with eight rebounds , two steals and an assist in 31 minutes off the bench , as the Grizzlies won for the 10th time in their last 11 at home .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
The Raptors ( 38 - 26 ) are 5 - 2 since the All-Star break , as they continue to patch things together without Kyle Lowry .	1	0	1	0	PROPN-PERSON PUNCT-.
Paul Pierce returned from a one - game absence with a toe injury to put up 14 points in 32 minutes .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
The Sixers ( 17 - 28 ) had won eight of 10 headed into this game , but a matchup with the Rockets is a tough task these days .	1	0	1	0	PROPN-GPE DET-ORG PROPN-ORG PROPN-DATE NUM-DATE PROPN-GPE PUNCT-.
Derrick Favors was able to score 21 points ( 10 - 17 FG , 1 - 2 FT ) and grab 15 rebounds , marking his sixth double - double of the season and second in as many games .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PROPN-PERSON ADJ-DATE NUM-DATE PUNCT-.
Jamal Murray saw 14 minutes of action after dealing with soreness in his foot , but only contributed three points on four shots .	1	1	0	0	PROPN-PERSON ADJ-ORDINAL PROPN-ORG PROPN-PERSON PUNCT-.
Jeremy Lin stepped up in their absence with 18 points , three rebounds , six assists , four steals and two blocks in 29 minutes .	1	1	0	0	ADJ-DATE PUNCT-DATE NOUN-DATE NOUN-TIME NUM-DATE NUM-CARDINAL PUNCT-.
The 24 - year - old also drained a season - high seven three - pointers on 50 percent shooting overall from beyond the arc , leading a furious second - half comeback by the Celtics that ultimately fell short .	1	1	1	0	PROPN-PERSON PROPN-Young ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Austin Rivers got his second consecutive start in place of Eric Gordon , but scored just four points , adding three assists in his 29 minutes .	1	0	1	0	PROPN-GPE X-CARDINAL_COMPARISON PROPN-PERSON NUM-CARDINAL PUNCT-.
The Nuggets did get some positive injury news , however , as Emanuel Mudiay ( back ) returned following a five - game absence , and while it was reported that he would be on a 20 - minute restriction , Mudiay ended up playing 26 minutes and had a solid all - around game , recording 14 points , seven assists and six rebounds .	1	1	1	0	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL PROPN-DATE PUNCT-.
Dallas ( 20 - 31 ) lost a four - game win streak on Monday , and did so in unfortunate style .	1	1	1	0	PROPN-PERSON NUM-TIME PUNCT-TIME NOUN-TIME PROPN-PERSON ADJ-DATE PUNCT-DATE NOUN-DATE PUNCT-.
Serge Ibaka continued his recent stretch of solid play with 17 points , three boards and a block while frequently dealing with Cousins down low .	1	1	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG PUNCT-ORG X-CARDINAL_COMPARISON SYM-ORG NUM-ORG X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL ADJ-ORDINAL PROPN-TIME NOUN-TIME PUNCT-.
Vucevic proved to be a Hawk killer for the second straight day on the stat sheet , amassing a team - leading 28 points , and adding 13 rebounds , six assists and a block .	1	1	1	0	PROPN-PERSON PROPN-DATE PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
Embiid 's six turnovers should not be of much concern , given his ability to grab 10 rebounds and 13 points in just 23 minutes of action , on top of his 6 - of - 10 shooting .	1	0	0	0	PROPN-PERSON ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
James Harden accumulated 53 points , 16 rebounds and 17 assists on the way to his best game of his career .	1	0	1	0	PROPN-ORG NUM-CARDINAL PUNCT-, NUM-CARDINAL PUNCT-.
The Clippers ( 15 - 5 ) , who were coming off their worst loss of the season in overtime against the Brooklyn Nets , bounced back in superb fashion with a blowout victory over the Cavaliers ( 13 - 4 ) , who have now lost two in a row .	1	1	1	0	PROPN-GPE NUM-CARDINAL PROPN-GPE ADJ-ORDINAL PUNCT-.
The superstar big man finished with 21 points and 14 in just 29 minutes , which was his seventh double - double in his last eight games .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Coach George Karl decided to implement Cauley-Stein into the lineup for this game after not starting him in the opener and he performed admirably , tallying 17 points , nine rebounds , and three blocks across 30 minutes of play .	1	1	0	0	PROPN-GPE PROPN-PERSON PROPN-GPE PROPN-PERSON ADV-ORDINAL NUM-CARDINAL NOUN-CARDINAL CCONJ-CARDINAL NUM-CARDINAL PUNCT-.
With 32 points and 10 rebounds Tuesday , Curry , for the first time since January of 2015 , recorded his third straight double - double .	1	0	1	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-PERSON NUM-TIME NOUN-TIME PUNCT-.
McCollum was n't far behind , as he tallied 33 points , six rebounds and seven assists of his own .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
It was his fourth double - double of the season with 14 points and 13 rebounds .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Charlotte has lost two straight , and despite the Nets rolling out their third - string frontcourt , Charlotte was unable to capitalize on the opportunity .	0	1	1	0	PROPN-GPE NUM-CARDINAL PUNCT-.
Danny Green was solid with his best effort since returning seven games ago , posting a season - best 16 points and adding three rebounds , two assists and a block .	1	1	1	0	PROPN-PERSON ADJ-ORDINAL PROPN-ORG NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Sergio Rodriguez continued his solid play with 10 points , five assists , three rebounds and a block .	1	0	1	0	PROPN-GPE PROPN-Jazz ADJ-ORDINAL DET-EVENT PROPN-EVENT PROPN-GPE X-CARDINAL_COMPARISON PUNCT-CARDINAL NUM-CARDINAL NOUN-CARDINAL PROPN-TIME NOUN-TIME PUNCT-.
Terrence Ross played 17 minutes after exiting Friday ’ s game with a sore left ankle .	1	1	0	0	PROPN-ORG ADJ-ORDINAL DET-CARDINAL DET-ORG PROPN-ORG PUNCT-.
Khris Middleton ( hamstring ) made his season debut and collected five points , two rebounds and two assists in 14 minutes of action .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
J.J. Reddick left the game with back spasms after playing just four minutes and did n't return .	0	1	0	0	PROPN-PERSON NUM-CARDINAL DET-DATE NOUN-DATE PROPN-PERSON PROPN-GPE NUM-CARDINAL PUNCT-.
Recently aquired from the Jazz , Enes Kanter continued his strong play with the Thunder , finishing with 15 points ( 6 - 10 FG , 3 - 4 FT ) and five rebounds in just 23 minutes .	1	1	1	0	PROPN-PERSON PROPN-DATE PROPN-PERSON PUNCT-.
Even with Cousins ' return to the floor Wednesday after missing two straight games with an ankle sprain , Davis still managed to put up a game - high 30 points on 11 - of - 21 shooting and 13 rebounds in 36 minutes .	1	1	1	0	PROPN-PRODUCT ADJ-ORDINAL PROPN-PERSON ADV-DATE NUM-DATE NOUN-DATE PROPN-PERSON NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Even after Chris Paul left the game with a sprained thumb , the Clippers were able to continue their hot start and come away with a blowout victory thanks to the performances of DeAndre Jordan and Marreese Speights .	0	1	0	0	DET-PRODUCT PROPN-PRODUCT X-CARDINAL_COMPARISON PROPN-GPE PROPN-PERSON X-CARDINAL_COMPARISON SYM-DATE NUM-DATE NUM-PERCENT NOUN-PERCENT NUM-CARDINAL PUNCT-.
The Nuggets could not come close to duplicating their shocking road victory over the Rockets in the opener , enduring mediocre shooting nights from their starting five .	0	1	1	0	DET-ORG PROPN-ORG PROPN-DATE DET-ORG PROPN-ORG DET-ORG PROPN-ORG DET-ORG PROPN-ORG ADJ-ORDINAL NOUN-PERSON PUNCT-.
However , Philadelphia ( 6 - 19 ) came ready to defend their home court , and rolled out Joel Embiid and Jahlil Okafor together as starters for the first time this season .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Hassan Whiteside continued to show that perhaps coming off the bench is what best suits him , as he once again paced Miami with a 26 - point , 14 - rebound effort that also included an assist and four blocks .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Danilo Gallinari made his return from a knee injury to total 21 points and 11 rebounds .	1	0	1	0	PROPN-GPE PROPN-PERSON AUX-PERSON PUNCT-.
The Mavericks , which posted a season - low point total , were led by Harrison Barnes , who supplied 20 points , four rebounds , an assist , a steal and a block .	1	1	1	0	PROPN-ORG PROPN-DATE DET-FAC PROPN-FAC PUNCT-.
Paul George struggled for the second straight game , producing just 10 points on 3 - of - 8 shooting .	1	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON X-CARDINAL_COMPARISON PUNCT-) X-CARDINAL_COMPARISON PROPN-PERSON X-CARDINAL_COMPARISON DET-DATE NOUN-DATE PROPN-DATE NOUN-TIME X-CARDINAL_COMPARISON PROPN-LOC PUNCT-.
Carmelo Anthony continues to play through knee soreness , putting up 36 points , 11 rebounds and six assists in 46 minutes , playing like a man in his prime .	1	0	1	0	PROPN-PERSON PROPN-DATE NUM-CARDINAL PROPN-ORG ADJ-ORDINAL PROPN-ORG ADJ-ORDINAL PUNCT-.
Westbrook notched his 14th double - double of the season by putting up 31 points ( 12 - 27 FG ) and 10 assists .	1	0	1	0	PROPN-PERSON NUM-CARDINAL DET-DATE ADJ-DATE NOUN-DATE PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
McCollum , but they were still able to prevail with a win .	0	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
He finished with 18 points and eight rebounds , giving him season averages of 19 points and 12 rebounds on the year .	1	0	1	0	PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE X-CARDINAL_COMPARISON ADJ-DATE NUM-DATE PROPN-DATE PUNCT-.
Randolph 's 22 boards were a season - high , and Gasol 's 23 points gave the Memphis center his fifth game this season of 20 or more points .	0	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL X-CARDINAL_COMPARISON PUNCT-.
Golden_State committed a season high 24 turnovers , and Stephen Curry ’ s miserable first half shooting did not aid his team back into game .	0	1	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
After missing the last two games with an ankle sprain , DeMarcus Cousins returned in a dominant fashion , as the tandem of he and Anthony Davis were nearly unstoppable in the Pelicans ' ( 31 - 43 ) victory Wednesday night .	1	1	1	0	PROPN-GPE X-CARDINAL_COMPARISON PUNCT-.
Veteran Jose Calderon slid into the starting role , playing 23 minutes and shooting 4 - of - 5 from the field for 12 points .	1	0	0	0	DET-TIME ADJ-TIME NOUN-TIME PROPN-PERSON NUM-CARDINAL PUNCT-.
Malcolm Brogdon continued his rapid development , as he managed 15 points , 12 assists and 11 rebounds , his first career triple - double .	1	0	1	0	PROPN-GPE PROPN-PERSON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE ADJ-ORDINAL DET-DATE NOUN-DATE PUNCT-.
James Harden continued his MVP form , collecting 33 points , seven rebounds , 11 assists and two steals .	1	0	1	0	PROPN-PERSON ADV-ORDINAL CCONJ-and PROPN-PERSON ADJ-ORDINAL PUNCT-.
After the game , it was a similar story , as each of the three players playing in a different uniform Thursday made their mark on a new team .	0	1	0	0	PUNCT-.
Minnesota fell to 5 - 8 and resides in third place in the Western_Conference ’ s Northwest Division .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Miami gave up a horrid 24 turnovers , a problem which contributed to the Clippers getting 24 more field goal attempts in the game .	1	1	0	0	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Dwyane Wade made his return from an elbow injury that was once thought to be season - ending and posted 14 points , seven rebounds , two assists and a block over 25 minutes .	1	0	1	0	PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL X-CARDINAL_COMPARISON PUNCT-) X-CARDINAL_COMPARISON PUNCT-.
The Bulls ( 14 - 15 ) checked in to Friday night on a downturn , as they 'd lost four of their last five .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Zach Randolph ( knee ) missed his seventh consecutive game , and teammate Beno Udrih ( leg contusion ) was a late scratch .	0	1	1	0	PROPN-PERSON ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
McCollum also drained half of his 12 three - point attempts on the afternoon , after having made the same amount in the last three games combined .	1	1	1	0	PROPN-PERSON PROPN-ORG PROPN-PERSON NUM-CARDINAL PUNCT-.
Favors , who had been experiencing a breakout season up until this point , posted a fairly pedestrian statline of five points , seven rebounds , and one assist in 19 minutes .	1	1	1	0	PROPN-PERSON NOUN-TIME NUM-CARDINAL PROPN-DATE PUNCT-.
No player scored more than 15 points in this game , as Harrison Barnes scored his 15 points on 5 - of - 17 shooting .	1	1	0	0	X-CARDINAL_COMPARISON PROPN-GPE X-CARDINAL_COMPARISON PROPN-GPE PROPN-TIME NOUN-TIME NUM-CARDINAL PUNCT-.
Thaddeus Young snapped a five - game streak of single - digit scoring efforts by checking in second behind George with 18 points , eight rebounds and one steal .	1	1	1	0	NUM-CARDINAL PROPN-ORG PROPN-PERSON PROPN-Gobert ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Joakim Noah registered seven points and hauled in 17 boards , but missed a game - winning shot with two seconds remaining .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Ellis supplemented his stellar scoring total with nine rebounds , six assists and three steals .	1	1	0	0	DET-DATE NOUN-DATE PROPN-PERSON DET-DATE ADJ-DATE NOUN-DATE PUNCT-.
The point , rebound and assist numbers were all season - highs , while the double - double was his first of the year as well .	0	0	1	0	PROPN-PERSON ADJ-CARDINAL SCONJ-CARDINAL NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
His field goal percentage was under 30 percent for the second straight game , as he 's seemingly struggling with his shot .	0	0	1	0	PROPN-PERSON ADP-PERCENT NUM-PERCENT NOUN-PERCENT ADJ-ORDINAL PROPN-PERSON PUNCT-.
Nick Young was the only other starter with more than four points , as he dropped 17 points to add to his three rebounds and three assists .	1	1	0	0	X-CARDINAL_COMPARISON PUNCT-) PUNCT-.
As has happened on multiple occasions this season , Davis was forced to exit the game early with an injury , suffering a left knee ailment that prevented him from taking the floor in the second half .	0	1	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Playing without the services of Rudy Gay and Omri Casspi , DeMarcus Cousins was relied on even more than usual , and he responded with a game - high 33 points .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Harden 's 31 - point , 10 - assist double - double , which paced the Rockets , was his ninth in the last 10 games .	1	1	1	0	PROPN-PERSON NUM-CARDINAL ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
The Heat ( 4 - 2 ) knocked off the Timberwolves ( 2 - 4 ) 102 - 92 in Miami on Saturday night , ending a two - game losing skid .	1	1	1	0	ADJ-CARDINAL SCONJ-CARDINAL NUM-CARDINAL PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Miles equaled his opening night scoring total of 18 points , and drained another four buckets from three - point range , just as he had versus the Raptors on Wednesday .	1	0	1	0	NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
James Harden added to his MVP-type numbers though , as he tallied 25 points , 11 rebounds and 13 assists en route to a triple - double .	1	1	0	0	PROPN-PERSON NOUN-CARDINAL PROPN-PERSON NUM-CARDINAL DET-TIME NOUN-TIME NUM-CARDINAL PUNCT-.
Terrence Jones moved back into the starting lineup for this game , but exited with a rib injury after just nine minutes on the floor and did not return .	0	1	0	0	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON PUNCT-.
His less than stellar shooting was made up for , however , by a strong shooting performance from forward Jared Dudley , who hit a season - high six three - pointers .	1	1	1	0	X-CARDINAL_COMPARISON PROPN-DATE NOUN-TIME NUM-CARDINAL ADJ-DATE NUM-DATE PUNCT-.
They began the season with a two - game win streak , but since then , the Clippers have recorded wins and losses like coin flips .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Montrezl Harrell was second on the team , as he dropped a career - high 29 points on 10 - of - 14 shooting off the bench .	1	1	1	0	PROPN-PERSON NOUN-DATE PUNCT-DATE VERB-DATE NUM-CARDINAL ADP-TIME NUM-TIME NOUN-TIME PUNCT-.
Gordon Hayward returned from a one - game absence to lead the team with 26 points , seven rebounds and three assists .	1	1	1	0	PROPN-GPE NUM-CARDINAL X-CARDINAL_COMPARISON PUNCT-) X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
However , the home team benefited from balanced production from their starters , and timely offense from their bench , to pull away late and secure the victory .	0	1	0	0	PROPN-GPE ADJ-ORDINAL PART-ORG PROPN-ORG PUNCT-.
The effort was his second straight double - double and his sixth straight game with double - digit rebounds .	0	0	1	0	NUM-CARDINAL PROPN-DATE NUM-CARDINAL PROPN-DATE PUNCT-.
Sacramento was without DeMarcus Cousins ( ankle ) , but earned an unlikely scoring outburst from Rajon Rondo to send the Bucks to their 30th loss of the season .	0	1	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
For the second straight night , All-Star Russell Westbrook played below his averages , scoring 27 to go with only six rebounds and five assists .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PUNCT-.
Washington ( 2 - 6 ) has been one of the disappointments of the season and a game like this is the last thing they needed .	1	1	1	0	PROPN-PERSON NUM-TIME NOUN-TIME NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL PUNCT-.
Joe Johnson continued his resurgent play with a near double - double , supplying 20 points , nine assists , four boards and two steals .	1	1	1	0	NUM-CARDINAL PROPN-PERSON X-CARDINAL_COMPARISON PROPN-DATE NOUN-TIME PUNCT-.
Russell Westbrook had his second straight triple - double with 39 points , 14 rebounds , and 11 assists , but the rest of the Thunder were unable to produce in the overtime period .	1	1	1	0	NUM-QUANTITY PROPN-PERSON PUNCT-PERSON PART-s ADJ-ORDINAL ADJ-CARDINAL PUNCT-.
Washington ( 16 - 17 ) had been on a hot streak , going 7 - 3 in its last 10 games before Monday .	1	0	1	0	PROPN-ORG NUM-CARDINAL PROPN-ORG NUM-CARDINAL PROPN-GPE PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Ricky Rubio did return from an elbow injury in this game , as he accumulated seven points , six rebounds and six assists in the loss .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL DET-DATE NOUN-DATE PUNCT-.
James Harden then led the way , scoring all nine points in the exra quarter for the Rockets , who improved to 5 - 7 on the season .	0	1	1	0	PROPN-PERSON PUNCT-.
It 's pretty safe to say that Russell Westbrook has had a dominant stretch of basketball , with Monday 's 32 - point , 13 - rebound , 12 - assist performance serving as his sixth straight triple - double and lead to the Thunder 's sixth straight victory .	1	1	1	0	PROPN-PERSON PROPN-ORG ADJ-ORG NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-ORG NUM-CARDINAL PUNCT-.
The Bucks ( 3 - 4 ) handed the Grizzlies ( 6 - 1 ) their first lost of the season Saturday night , pulling out a 93 - 92 victory at the BMO_Harris_Bradley_Center .	1	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PROPN-PERSON PUNCT-.
The Spurs were able to bounce back from a tough Christmas Day loss to the Houston Rockets with an efficient performance .	0	1	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Philadelphia had to play this game without Joel Embiid and he 's becoming one of the most useful players in the league .	0	1	1	0	PROPN-ORG PROPN-PERSON NUM-CARDINAL PUNCT-.
Elfrid Payton made his return to the starting lineup and tallied 16 points and five assists in a solid game .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
