Sentence	B	W	A	H	Abs
Both starters breezed through the first three innings without allowing a hit .	0	1	0	0	
Geary ( 2 - 3 ) relieved Houston starter Wandy Rodriguez , who had a career-high 10 strikeouts and allowed three hits over seven innings .	1	1	1	0	
The Reds were the last team without a complete game this season , a distinction that had started to nag Arroyo and the other starters .	0	0	1	0	
Berkman came into the game with a .324 average against Arroyo , but went 1 - for - 4 with a single and a strikeout .	1	0	1	0	
Arroyo snapped a four - game losing streak to Houston when Lance Berkman flied out to center for the last out .	0	1	1	0	
Arroyo ( 12 - 10 ) allowed five hits and struck out three for his first complete game since May 16 , 2007 .	1	0	1	0	
He is a proponent of the new system .	0	0	1	0	
But , hey , if those are the rules , those are the rules you play by . '' All Cooper could do was protest to no avail .	0	0	1	0	
Baseball announced Tuesday it will start using video to clarify  boundary calls , '' including whether fly balls went over the fence , but the system wo n't start until Thursday .   It 's not in place tonight , right ? '' Hanigan asked .   They called it a home run at first , so I did n't think they were going to change it .	0	0	1	0	
Second-base umpire Ted Barrett made the home run signal and Houston manager Cecil Cooper came out to talk to him .	0	1	0	0	
Hanigan broke the tie in the eighth with a one - out homer off Geoff Geary that bounced off the facade in left center , just above the yellow line .	0	1	0	0	
Hanigan hit a solo homer that would have probably drawn a review in a few days and Bronson Arroyo pitched Cincinnati 's first complete game of the season in the Reds ' 2 - 1 win over the Houston Astros .	1	1	1	0	
HOUSTON ( AP ) -- Ryan Hanigan wanted to make sure baseball 's instant replay system would n't start for a few more days .	0	0	1	0	
His four double plays doubled his career high for one game .	0	0	1	0	
Zimmerman 's final double play came on Russell 's grounder in the eighth .	0	1	0	0	
They had also lost six straight to the Dodgers and had been 0 - 5 all-time vs. Lowe .	0	0	1	0	
The Nationals , opening a nine - game homestand , won for only the third time in 17 games and broke a six - game home losing streak .	0	0	1	0	
Estrada , Steven Shell , Saul Rivera and Joel Hanrahan shut out the Dodgers the rest of the way , with Hanrahan getting his fifth save despite allowing back-to-back singles with one out in the ninth .	1	1	0	0	
Balester allowed only one run and five hits in five - plus innings .	1	0	0	0	
Marco Estrada , who had relieved Balester earlier in the inning , then struck out Lowe to end the inning .	0	1	0	0	
This time , Zimmerman rescued his team with an unassisted double play , snagging Garciaparra 's line drive and stepping on third just in time to double off Manny Ramirez .	1	1	0	0	
That left the bases loaded and nobody out for the second straight inning .	0	1	0	0	
The miscue came with runners on first and second and none out , when he short-hopped a grounder and whipped a throw that pulled second baseman Emilio Bonifacio off the bag .	0	1	0	0	
In the next inning , Zimmerman made up for an overeager error with another sharp play .	0	1	0	0	
Balester then retired Andre Ethier and Kent to end the threat .	0	1	0	0	
However , catcher Jesus Flores thought the play at home was a forceout , so he tagged the base instead of the runner , Nomar Garciaparra , who scored the Dodgers ' only run .	0	1	0	0	
In one motion , Zimmerman backhanded the ball , stepped on third and threw home for what should have been a double play .	0	1	0	0	
In the fifth , with the bases occupied by bottom-of-the-order Dodgers who had reached via two hit batters and a walk , Zimmerman darted left for a sharp grounder hit down the line by leadoff hitter Matt Kemp .	0	1	0	0	
Lastings Milledge hit his 13th home run and made a diving catch in center field to rob Jeff Kent in the seventh inning for the Nationals , but he and winning pitcher Collin Balester ( 3 - 6 ) were mere subplots to Zimmerman , who was just warming up when he started 5 - 4 - 4 double plays in the second and third innings .	1	1	1	0	
Derek Lowe ( 10 - 11 ) took the loss despite allowing only six hits in an eight - inning complete game .	1	1	0	0	
The offense , which has scored just 15 runs in the last eight games , was the culprit once again .	0	1	1	0	
They have dropped a season-high seven straight road games and have fallen two games below .500 in their faltering pursuit of the Arizona Diamondbacks in the NL West .	0	0	1	0	
His defense sparked a 2 - 1 victory that extended the Dodgers ' skid to five games , matching their season-high .   We probably should try to stay away from him tomorrow , '' deadpanned Dodgers catcher Russell Martin , whose grounder to Zimmerman turned into a 5 - 4 - 4 double play that ended the eighth inning .   That would be a good idea . '' The Dodgers have lost seven of eight and are 0 - 5 midway through a 10-game road trip .	1	1	1	0	
The Washington Nationals third baseman put on a defensive show Tuesday night , turning four double plays and just a missing a fifth .	0	1	0	0	
That 's a surefire way to kill a potential big inning .	0	1	0	0	
WASHINGTON ( AP ) -- The struggling Los Angeles Dodgers twice hit the ball to Ryan Zimmerman with the bases loaded and nobody out .	0	1	0	0	
The Royals got on the board in the fifth when Olivo 's two - out double to left scored Butler , who had singled .	1	1	0	0	
Joaquin Arias led off the game by reaching on Aviles ' throwing error and eventually scored on Bradley 's sacrifice fly scored Arias .	0	1	0	0	
Royals starter Zack Greinke , who is 0 - 2 with two no-decisions since an Aug. 3 victory over Chicago , held the Rangers to one unearned run and four hits before departing after six innings .	1	0	1	0	
Ramon Ramirez ( 2 - 2 ) , the second of three Kansas City pitchers , took the loss , giving up the unearned run and three hits in two innings .	1	1	0	0	
The Royals have lost 16 of 19 and have been outscored 123 - 54 in that span to fall a season-worst 20 games below .500 .	0	0	1	0	
Millwood , however , retired pinch hitter Esteban German on a fielder 's choice grounder to shortstop Young to end the game .	0	1	0	0	
In a tight one , Washington elected to stay with Millwood .	0	0	1	0	
I 've got a little bit of confidence working and that 's huge . '' The Rangers traded closer Eddie Guardado to the Twins on Monday , giving the job to Frank Francisco , who has never saved a major league game .	0	0	1	0	
Millwood , 2 - 0 in three starts against the Royals this season , tossed his third complete game of the season and the 17th of his career .   I feel my mechanics are as good or better than it has been all year .	0	0	1	0	
I did not see [ Ross ] Gload on first base and I just let it go . '' Millwood ( 8 - 7 ) , who pitched a complete game in defeating Detroit in his previous start , held the Royals to nine hits , eight of them singles , while striking out two and walking none .	1	1	1	0	
I go full speed and I threw the ball and try to make a play .	0	1	0	0	
Said Olivo ,   I think I went too quick .	0	1	0	0	
Hank Blalock reached on an infield single , and when Olivo 's errant throw to first went down the right-field line , Boggs scored from first .	0	1	0	0	
With the score tied at 1 , Milton Bradley led off the Rangers ' eighth with a walk and Brandon Boggs ran for him .	0	1	0	0	
The Rangers went 1 - for - 15 with runners in scoring position , stranded 10 runners and grounded into a double play .	1	1	0	0	
Throwing errors by Miguel Olivo and Mike Aviles led to the Rangers ' runs .	0	1	0	0	
Millwood pitched his second straight complete game and the Rangers scored two unearned runs in a 2 - 1 win Tuesday night .	1	1	1	0	
Kansas City 's defense gave Millwood the run support he needed .	0	1	0	0	
( AP ) -- Kevin Millwood did n't get much help from the Texas Rangers ' offense .	0	1	0	0	
KANSAS CITY , Mo .	0	1	0	0	
The rookie left-hander , who beat the 6 - 1 on June 30 at Anaheim with a four - hitter for his first complete game victory in the majors , is 1 - 7 with a 4.72 ERA in his 10 starts since .	0	0	1	0	
Smith ( 6 - 13 ) gave up five runs and a career-worst 10 hits over six innings , slipping to 1 - 3 against the division-leading Angels this season .	1	0	1	0	
Cust acknowledged it was an uphill battle all night against Lackey , even though the A 's were retired in order only twice .	0	1	0	0	
The complete game was his third this season , and he did it with 98 pitches , 73 for strikes .	1	0	1	0	
The Angels ' ace , who led the AL with a 3.01 ERA last year before strained triceps sidelined him for the first 41 games this season , improved his career record against Oakland to 14 - 3 and won his 10th straight decision against AL West teams .	0	0	1	0	
He lost the shutout bid on Jack Cust 's 23rd homer .	0	0	1	0	
Lackey ( 11 - 2 ) gave up seven hits and struck out five without a walk , lowering his ERA from 3.09 to 2.95 .	1	0	1	0	
Hunter scored on a single by Gary Matthews Jr. that capped the rally , and Howie Kendrick made it 5 - 0 in the fourth with an RBI single after a leadoff double by Mike Napoli .	1	0	0	0	
Then he started laughing and he knew I was all right . '' The Angels were already short two outfielders , with Vladimir Guerrero getting his second straight day off under Scioscia 's insistence , and Garret Anderson resting his sore left knee .	0	1	0	0	
Then he put his finger up and told me to follow it , and I told him I do n't want my brothers to see me doing this because they 'll talk about me .	0	1	0	0	
I 've hit plenty of walls and poles in my life , so I 'll be ready to go tomorrow . '' Manager Mike Scioscia and longtime trainer Ned Bergert came out to check on Hunter .   Ned asked me'Where are you ? ' and I told him I was in Minnesota , '' the former Twins All-Star joked .   He was just asking me what day it was and different things like that .	0	1	0	0	
But I 've been there before .	0	1	0	0	
But it 's nothing a little rub wo n't help , and we 'll have the trainers knock it out tomorrow .	0	1	0	0	
My shoulder kind of spasmed up as the game went on and I was a little tight .	0	1	0	0	
Right fielder Carlos Gonzalez 's throw toward the plate was cut off by first baseman Daric Barton , who tried to get Hunter at third and got him on the back of the helmet as he slid into the bag .   I was a little dizzy , but it was just for a minute .	0	1	0	0	
Mark Teixeira drove in the first run with a single , was held at third on Hunter 's double and scored on Juan Rivera 's sacrifice fly .	0	1	0	0	
His run-scoring double came during a four - run third that enabled the Angels to grab a 4 - 0 lead , and they survived a scare during the rally when Hunter was struck in the back of the head by a thrown ball .	1	1	0	0	
Hunter , who came in 0 - for - 9 against rookie left-hander Greg Smith , had a hit in each of his first three plate appearances .	0	1	0	0	
Lackey came within two outs of his first shutout of the season , and Hunter was 3 - for - 4 with an RBI double as the runaway AL West leaders beat the Oakland Athletics 5 - 1 on Tuesday night .	1	1	1	0	
That was n't nearly as important as Torii Hunter 's helmet saving the Gold Glove center fielder from a serious head injury .	0	1	0	0	
ANAHEIM , Calif. ( AP ) -- John Lackey saved the Los Angeles Angels ' bullpen for a night .	0	1	0	0	
Grady Sizemore , a night after becoming the 14th American League player to join the 30 - 30 club , went 0 - for - 4 .	1	0	1	0	
The Tigers got on the board in the fifth on Raburn 's run-scoring double and Brandon Inge 's RBI single , and scored two more on Renteria 's ninth-inning home run .	0	1	0	0	
Byrd homered and Lucas Duda , who had the game-winning hit off Mariano Rivera on Tuesday night , added a two - run double for the Mets , who scored their most runs since a 16 - 5 win April 12 in Minnesota .	1	0	1	0	
Carpenter pitched four solid innings in his first start since April 2007 as the Cardinals beat the slumping Braves 7 - 2 on Wednesday night .	1	1	1	0	
McCarthy pitched seven effective innings for his second straight win and Paul Goldschmidt hit a two - run double to cap Arizona 's five - run seventh inning , lifting the Diamondbacks to a 5 - 2 victory over the San Diego Padres on Friday night .	1	1	1	0	
Iannetta hit a broken-bat , two - run homer in the sixth and drove in three runs and Ubaldo Jimenez pitched seven innings to help the Rockies snap a four - game losing streak with a 5 - 3 victory over the Pittsburgh Pirates on Thursday night .	1	1	1	0	
Parker pitched seven innings of three - hit ball , Brandon Moss and Cliff Pennington homered , and the A 's snapped the Angels ' six - game winning streak with a 3 - 1 victory Monday night .	1	1	1	0	
Lee allowed two hits in eight scoreless innings and the Philadelphia Phillies scored twice in the second inning to win their first game of the season with a 2 - 0 victory over the Atlanta Braves on Thursday night .	1	1	1	0	
After a 45-minute wait -- and some of the loudest thunder and lightning imaginable -- the game was called .	0	1	0	0	
Pujols hit a tiebreaking double in the 10th inning and the Angels beat Detroit 3 - 1 on Thursday for their ninth straight victory over the Tigers .	1	1	1	0	
Lee earned his American League-leading 19th win and Ben Francisco hit two home runs in the Cleveland Indians ' ninth straight victory , 10 - 4 over the Detroit Tigers on Tuesday night .	1	1	1	0	
Joe Inglett drove in the tiebreaking run with a sacrifice fly in the 10th inning , Ryan earned his first save in more than a year and the Blue Jays polished off their three - game sweep of the Rangers with a 5 - 4 victory .	1	1	1	0	
Pelfrey pitched seven shutout innings to lead the New York Mets to their fourth straight victory , a 2 - 1 win over the Pittsburgh Pirates on Friday night .	1	1	1	0	
The center fielder robbed Scott with a terrific grab and doubled in a run Friday night , sparking New York to a 3 - 2 victory over the Baltimore Orioles in the opener of the final series at the 85-year-old ballpark .	1	1	1	0	
The St. Louis left-hander dominated Cincinnati again with eight strong innings , Matt Holliday hit a two - run homer and the Cardinals snapped a three - game losing streak with a 2 - 1 win over the Reds on Tuesday night .	1	1	1	0	
Mauro Gomez hit a tiebreaking , two - run triple in the ninth inning and Nava made a game-saving grab in the outfield and Boston beat Toronto 8 - 5 on Friday night , snapping a six - game losing streak against the Blue Jays .	1	1	1	0	
Mussina pitched seven sharp innings for his 15th win , and the Yankees beat the Texas Rangers 3 - 0 on Thursday night to gain a four - game split before starting their next road series against the AL-leading Angels .	1	1	1	0	
Cabrera broke a tie with the Rangers ' Josh Hamilton for the major league lead in homers with his 44th , a solo shot to right , and two fielding mistakes by David Lough in center led to another run .	0	1	1	0	
Jermaine Dye homered for the third straight game and Uribe added a two - run drive in the fifth to help struggling Chicago beat the Minnesota Twins 6 - 2 on Thursday .	1	1	1	0	
Logan Forsythe and Alexi Amarista had key hits in a five - run fourth inning , and the San Diego Padres beat the Cardinals 6 - 4 Tuesday night to send the slumping World Series champions to their 10th loss in 14 games .	1	1	1	0	
Lackey ( 5 - 5 ) , who missed all of last season rehabbing from Tommy John surgery , struck out nine over the first four innings -- getting three each in the first , second and fourth -- while allowing Wilin Rosario 's first-inning RBI single .	1	1	1	0	
Bay started the rally with his fifth home run of the season , which came with one out in the fourth .	0	1	1	0	
Pujols homered in the third , and Ludwick ended Harang 's outing with his two - run homer in the fourth -- his 31st of the season -- for an 8 - 1 lead .	1	1	1	0	
Mike Trout homered and drove in three runs , and Erick Aybar 's two - run shot gave Los Angeles the lead for good as the Angels beat Detroit 7 - 4 on Wednesday night for their eighth consecutive win over the Tigers .	1	1	1	0	
The A 's won despite striking out 12 times , their most strikeouts in a nine - inning victory since 2004 .	0	1	1	0	
Hunter hit a three - run homer and Casey Kotchman added a two - run shot in Los Angeles ' six - run sixth inning , helping the Angels beat Boston 7 - 5 Monday night for their sixth straight regular-season win against the Red Sox .	1	1	1	0	
Pierzynski , who finished with three hits for the second straight game , went deep against Jake Woods in the fifth and Swisher hit a solo homer off Roy Corcoran in the sixth .	0	1	1	0	
By winning , they remained a half-game behind the division-leading Philadelphia Phillies , who beat Atlanta 6 - 1 Wednesday .	1	1	1	0	
By the time the game was over , and Manuel 's beleaguered bullpen had given away nearly all of a six - run lead , he had used a franchise record-tying eight pitchers .	0	1	1	0	
Besides the hitters ' failings , left-hander Garret Olson said Baltimore 's young pitchers have struggled to get key outs in close games .	0	0	1	0	
Reyes began things by hitting Martis ' fifth pitch over the out-of-town video scoreboard for his 15th homer this season , third leading off a game .	0	0	1	0	
That trio was on Wednesday , going a combined 6 - for - 11 with four homers , three walks , six runs and seven RBIs .	0	1	0	0	
Reyes , Delgado and Beltran went a combined 1 - for - 22 with zero runs and two RBIs over the first two games of this series , both losses , against a Nationals club trying to avoid finishing with baseball 's worst record .	0	1	1	0	
Clearly in need of a victory -- and one day after Manuel held a closed-door , 15-minute team meeting -- the Mets got a big lift from a few of their high-profile players .	0	1	0	0	
Manuel was asked if this late-season stuff is fun .	0	1	0	0	
The Brewers defeated the Cubs 6 - 2 .	1	1	0	0	
And New York retained its half-game lead over Milwaukee for the wild card .	0	0	1	0	
The Mets had lost four of their previous five games to fall out of first place in the NL East .	0	0	1	0	
It took seven relievers to get the final 12 outs , the last coming when Luis Ayala , acquired from the Nationals last month , struck out pinch-hitter Roger Bernadina with a runner on to earn his eighth save .	1	1	0	0	
Brandon Knight ( 1 - 0 ) , a 32-year-old journeyman back from the Olympics , earned his first major league victory with five solid innings -- but even he was nervous .	1	0	1	0	
The Mets have blown 27 save chances , including 11 in the ninth inning , and there was the potential to add to those totals against the Nationals .	0	1	0	0	
When his team was ahead 7 - 1 in the fourth inning , did Manuel think he could enjoy an easy night at the ballpark ?	1	1	0	0	
Carlos Beltran homered from both sides of the plate , Jose Reyes and Carlos Delgado also went deep , and New York held on to beat Washington 9 - 7 , snapping a three - game losing streak .	1	1	1	0	
At least Manuel and his Mets could savor a victory , something suddenly scarce for them .	0	1	0	0	
WASHINGTON -- Over and over and over again , New York Mets manager Jerry Manuel left the dugout , made the slow trek to the mound and took the ball from his pitcher .	0	0	1	0	
Officials decided to relocate a pair of home games against Chicago to Milwaukee after the storm damaged the Houston area , and the Astros have been stuck in a slump ever since .	0	0	1	0	
Houston had won six in a row and 14 of 15 before Hurricane Ike hit the Texas coast on Saturday .	0	0	1	0	
Houston 's other hits off Nolasco were singles .	0	1	0	0	
Pence homered off Nolasco in the second and fourth .	0	1	0	0	
He gave up five runs and six hits in the shortest start of his career .	1	0	1	0	
Brandon Backe ( 9 - 13 ) , who missed his last start due to elbow soreness , lasted just 1 2/3 innings for Houston .	1	0	1	0	
Cantu hit his 28th homer in the eighth , and Cameron Maybin also drove in a run with a bases-loaded walk .	1	0	1	0	
A team spokesman said he was day to day , and Ramirez was hopeful about playing Thursday .	0	0	1	0	
Ramirez went deep again in the second and left with a strained left shoulder after striking out in the fourth .	0	1	0	0	
Ramirez led off the first with his 31st homer , Mike Jacobs hit a two - run single and Amezaga singled in Jacobs to put the Astros in an early hole .	1	1	1	0	
Florida scored four in the first and led 6 - 1 after three innings .	1	1	0	0	
Ricky Nolasco ( 15 - 7 ) allowed two runs and five hits over seven innings to win his fourth straight decision .	1	0	1	0	
They end the season with a three - game series at New York .	0	0	1	0	
Florida plays Houston in the series finale Thursday before opening a weekend set against the Phillies .	0	0	1	0	
The third-place Marlins trail NL East-leading Philadelphia by 5 1/2 games and are five back of the Mets for the wild card .	0	0	1	0	
Alfredo Amezaga went 3 - for - 4 with four RBIs for Florida , which has won seven straight to tie its longest winning streak of the season .	1	0	0	0	
He later apologized .	0	1	0	0	
Cooper 's postgame interview with reporters ended abruptly when the manager banged his hand down on a desk and told the media to get out of his office .	0	1	0	0	
The strain showed in Houston 's clubhouse .	0	1	0	0	
Hunter Pence homered twice for the Astros , who have lost four straight and fell four games back of NL wild card-leading New York .	0	0	1	0	
Hanley Ramirez homered twice before departing with an injured shoulder , Jorge Cantu hit a grand slam and the Marlins beat the slumping Astros 14 - 2 on Wednesday night .	1	1	0	0	
The surging Florida Marlins are keeping close tabs on two division rivals .	0	0	1	0	
MIAMI -- Cecil Cooper and the Houston Astros are getting increasingly frustrated as they slip further behind in the standings .	0	0	1	0	
Eddie Guardado ( 4 - 4 ) pitched a scoreless eighth for the victory , and Joe Nathan worked the ninth for his 37th save in 43 opportunities .	1	1	1	0	
Mauer drove in the last two runs charged to Shields with a seventh-inning single off David Price that trimmed Tampa Bay 's lead to 7 - 6 before Longoria went deep in the bottom half .	1	1	0	0	
Jason Kubel hit a three - run homer and Joe Mauer went 3 - for - 4 with three RBIs for the Twins .	1	0	0	0	
Rays starter James Shields allowed six runs , five earned , and eight hits in 6 1/3 innings .	1	0	0	0	
The Twins have given up a major league-high 33 home runs in September , 18 over the past five games .	0	0	1	0	
Dioner Navarro and Carlos Pena also went deep as Minnesota allowed five home runs in a game for the second time in five days .	0	0	1	0	
He has 25 on the year .	0	0	1	0	
The first-inning drive was Longoria 's first homer since Aug. 5 , two days before he fractured his wrist in Seattle .	0	0	1	0	
They can also ensure their first postseason berth by winning two of the remaining three games in this series .	0	0	1	0	
Win or loss , it 's pretty much 15 minutes of celebration or 15 minutes of having your head down and figuring out what you can do tomorrow to help the team . '' The Rays can clinch at least a wild-card playoff berth as early as Friday if they beat the Twins , and the White Sox , Blue Jays and Yankees all lose .	0	0	1	0	
We 've been doing it all along .	0	0	1	0	
Gomes also did it as a rookie , hitting three against Kansas City on July 30 , 2005 .   I expect us to bounce back .	0	0	1	0	
Longoria joined Jonny Gomes as the only Rays to hit three home runs in a game in the club 's 11-season history .	0	0	1	0	
The All-Star third baseman added solo shots off Philip Humber in the fourth and Bobby Korecky in the seventh for an 8 - 6 lead .	1	1	0	0	
Longoria , who returned to the lineup last Saturday after being sidelined with a broken wrist , hit a two - run homer in Tampa Bay 's five - run first against Glen Perkins .	1	0	1	0	
Their lead in the division over Boston was trimmed to 1 1/2 games .	0	0	1	0	
Delmon Young followed with a run-scoring single and Matt Tolbert added a sacrifice fly as the AL East-leading Rays lost for just the second time in 79 games when trailing after eight innings .	1	0	1	0	
With two runners on , pinch-hitter Adam Everett squared to bunt , pulled his bat back and ripped an RBI double to break the tie .	1	1	0	0	
Casilla 's two - run drive off Dan Wheeler ( 5 - 6 ) tied it at 8 .	1	1	0	0	
Alexi Casilla went deep during Minnesota 's five - run ninth inning Thursday night , helping the Twins rally for an 11 - 8 victory that stopped a four - game losing streak and pulled them within 1 1/2 games of the AL Central-leading Chicago White Sox .	1	1	1	0	
PETERSBURG , Fla. -- On a night Evan Longoria hit three home runs for Tampa Bay , an unlikely source of power upstaged the Rays ' rookie slugger .	1	1	0	0	
ST.	0	0	0	1	
Maybin took Ramirez 's place batting leadoff and Amezaga moved to shortstop .	0	1	0	0	
All-Star shortstop Hanley Ramirez was out of the Marlins ' starting lineup one day after leaving Wednesday 's game with a strained left shoulder .	0	1	1	0	
Kazuo Matsui scored in the first inning off Berkman 's groundout to put the Astros up 1 - 0 .	1	1	0	0	
Arias said rain that fell early in the game contributed to his problems on the mound .	0	1	0	0	
Houston starter Brandon Backe lasted just 1 2/3 innings Wednesday night .	1	0	0	0	
Alberto Arias ( 1 - 1 ) lasted just 2 2/3 innings in his second major league start , giving up two runs and five hits .	1	0	1	0	
For the second straight game , Houston 's starting pitcher made an early exit .	0	0	1	0	
The Marlins took the lead for good on Baker 's bases-loaded single in the second inning , which scored Ross and Alfredo Amezaga and made it 2 - 1 .	1	0	0	0	
Cantu then doubled to left to score Baker and put Florida up 4 - 1 .	1	1	0	0	
Baker doubled off Chris Sampson in the fourth inning to drive home Maybin .	0	1	0	0	
Later in the sixth , Mike Jacobs ' broken-bat single scored Baker to make it 6 - 1 .	1	1	0	0	
Maybin went 4 - for - 4 in his first start for Florida .	1	0	1	0	
Cameron Maybin , acquired in an offseason deal that sent Miguel Cabrera and Dontrelle Willis to Detroit , scored on Baker 's double in the sixth inning .	1	0	1	0	
Jorge Cantu and Dan Uggla scored on Cody Ross ' double in the eighth to give the Marlins their final two runs .	1	1	0	0	
Florida scored twice in the second , fourth , sixth and eighth innings .	0	1	0	0	
Marlins starter Scott Olsen ( 8 - 10 ) allowed one run and three hits over seven innings to win his second straight start .	1	0	1	0	
The Astros had won six straight and 14 of 15 before the storm , but have since dropped five straight .	0	0	1	0	
Houston has struggled since Hurricane Ike hit the Gulf Coast .	0	0	1	0	
The Marlins trail the Phillies by 5 1/2 games in the division race .	0	0	1	0	
They open a three - game home series against NL East leader Philadelphia on Friday night .	0	0	1	0	
The Marlins , who are on their longest winning streak since they won nine consecutive in 2006 , are tied with the Astros in the NL wild-card race , five games behind the leading New York Mets .	0	0	1	0	
John Baker drove in four runs and scored twice , leading the Florida Marlins over the fading Houston Astros 8 - 1 for their eighth straight victory .	1	1	1	0	
MIAMI -- Although only 10 games remain , the Florida Marlins refuse to count themselves out of the postseason just yet .	0	0	1	0	
It was only Rollins ' seventh error .	0	0	1	0	
Jones drew his second walk and Johnson scored when shortstop Jimmy Rollins dropped McCann 's fly ball in front of Burrell in left field .	0	1	0	0	
Kelly Johnson reached on an infield single .	1	0	0	0	
The Braves scored an unearned run off Ryan Madson in the seventh .	1	0	0	0	
Hampton gave up six hits and four runs , two earned , in seven innings .	1	0	0	0	
The 2 - 2 tie lasted until the sixth , when Burrell hit a two - run homer , his 32nd , about 10 rows into the left-field seats .	1	1	1	0	
Mark Teixeira , sent to the Angels in the trade , has 11 homers for Los Angeles .	0	0	1	0	
Chipper Jones walked and scored on McCann 's double in the first , and the Braves tied the game in the second on Casey Kotchman 's first homer since he was acquired from Texas on July 29 .	1	1	1	0	
Werth scored on Ryan Howard 's fly ball to left .	1	0	0	0	
Jayson Werth 's triple to center drove in Chase Utley , who singled .	0	1	0	0	
The Phillies took a 2 - 0 lead in the first off Mike Hampton ( 2 - 3 ) .	1	1	0	0	
Brad Lidge pitched a perfect ninth for his 38th save , including seven against the Braves .	1	1	1	0	
Burrell said he could n't explain the Phillies ' dominance of the Braves at Turner Field .	0	1	0	0	
The left-hander is 6 - 2 against Atlanta in his career .	0	0	1	0	
Cole Hamels ( 14 - 9 ) gave up six hits and two runs in six innings to improve to 3 - 0 in four starts against the Braves this season .	1	0	1	0	
Burrell hit .275 with 23 homers and 57 RBIs before the All-Star break .	0	0	1	0	
Phillies manager Charlie Manuel said he has considered giving Burrell a rest , but he noted Burrell now has 32 homers .	0	0	1	0	
If the Phillies have had a weak spot during the latter part of the season it has been in left field , where Burrell hit .181 in August and .178 in September before his two hits Thursday night .	0	0	1	0	
The Phillies lead the season series 13 - 2 , their most wins against the Braves in a season with three games remaining in Philadelphia next week .	0	0	1	0	
The history did n't interest Braves manager Bobby Cox .   What difference does it make ? '' Cox asked .	0	0	1	0	
In 1909 , the Boston Doves lost all 11 home games to the Chicago Cubs .	0	0	1	0	
The Braves were n't even called the Braves the last time the franchise was swept at home in a season series of as many games almost 100 years ago .	0	0	1	0	
They swept three three - game series at Turner Field by a combined score of 49 - 24 .	0	0	1	0	
Philadelphia is the first team to sweep a season series longer than four games in Atlanta .	0	0	1	0	
New York beat Washington 7 - 2 .	1	1	0	0	
The Phillies remained a half-game ahead of the Mets in the NL East with their season-best seventh straight win .	0	0	1	0	
Burrell , batting below .200 since July , hit a tiebreaking two - run homer in the sixth inning and Philadelphia beat the Braves 4 - 3 on Thursday night to complete an unprecedented sweep of the nine - game season series in Atlanta .	1	1	1	0	
ATLANTA -- It 's too early for Pat Burrell and the Philadelphia Phillies to bring out the champagne , though a bottle of Georgia peach wine might be appropriate .	0	0	1	0	
Winn scored on Pablo Sandoval 's one - out sacrifice fly .	0	1	0	0	
Randy Winn and Ivan Ochoa opened the game with singles , then Rich Aurilia walked .	1	1	0	0	
The Giants loaded the bases with no outs in the first but managed only one run .	1	1	0	0	
The San Francisco ace eventually got to his feet and was back on the mound when the Giants took the field .	0	1	0	0	
Johnson 's pitch was inside and high and it hit the hand where Lincecum was holding the bat .	0	1	0	0	
Lincecum went down in pain when he was hit in his left hand attempting to bunt in the fifth inning .	0	1	0	0	
He was coming off the first complete game shutout of his career , a 7 - 0 victory at San Diego .	0	0	1	0	
Upton 's hit ended Lincecum 's string of 14 scoreless innings .	0	0	1	0	
Lincecum was equally impressed .	0	1	0	0	
Upton somehow got the bat on the ball on a changeup that was barely off the plate .	0	1	0	0	
Jackson was hit by a pitch , then Dunn struck out to bring Upton to the plate .	0	1	0	0	
Stephen Drew started the rally with a double , then took third on Augie Ojeda 's sacrifice bunt .	0	1	0	0	
Velez took a couple of steps in then saw the ball sail over his head .	0	1	0	0	
Eugenio Velez misjudged Justin Upton 's line shot to left for a two - run triple with two outs in the sixth to give Arizona a 2 - 1 lead .	1	1	0	0	
Chad Qualls threw a perfect ninth for his fifth save in 13 tries .	1	1	1	0	
He left with a 2 - 1 lead , but Bengie Molina homered on his first pitch from reliever Juan Cruz ( 3 - 0 ) in the eighth to tie it .	1	1	0	0	
Johnson gave up a run in the first and scattered eight hits through seven innings , striking out four and walking one .	1	1	0	0	
Johnson had left the clubhouse by the time it was opened to reporters after the game .	0	0	1	0	
The Diamondbacks blew a lead for Randy Johnson for the fifth time this season , again depriving the 44-year-old left-hander of his 295th career victory .	0	0	1	0	
The loss came one night after Arizona 's Brandon Webb beat San Francisco for his 21st victory .	0	0	1	0	
The Giants are trying to help Lincecum win the Cy Young Award to brighten an otherwise difficult season .	0	0	1	0	
The 24-year-old right-hander struck out six and hit a batter in his first loss in six appearances against Arizona .	1	0	1	0	
He allowed three runs and six hits in his second straight complete game and second of his career .	1	0	1	0	
Lincecum ( 17 - 4 ) was 6 - 0 in 10 starts since losing to Milwaukee 7 - 4 on July 20 .	1	0	1	0	
The Dodgers won at Pittsburgh 4 - 3 in 12 innings .	1	1	0	0	
Conor Jackson singled with two outs and stole second to set up Dunn 's game-winning hit as the Diamondbacks swept four games from the Giants to stay 3 1/2 games behind the first-place Dodgers in the NL West with 10 to play .	1	1	1	0	
Arizona defied the odds , though , beating Lincecum and the Giants 3 - 2 on Thursday night on Adam Dunn 's two - out RBI single in the eighth inning .	1	1	0	0	
The Los Angeles Dodgers had won in the afternoon , and the Diamondbacks were facing brilliant young Tim Lincecum , who had n't lost in two months .	0	0	1	0	
